invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_spent,year_month,age_group
I939391,C375903,Female,48,Cosmetics,5,203.3,Cash,11/11/2022,Cevahir AVM,1016.5,2022-11,41-60
I581076,C272083,Male,50,Food & Beverage,1,5.23,Debit Card,03/10/2022,Mall of Istanbul,5.23,2022-10,41-60
I139836,C185012,Female,40,Souvenir,5,58.65,Cash,05/07/2022,Kanyon,293.25,2022-07,26-40
I330975,C183338,Female,35,Clothing,4,1200.32,Credit Card,02/03/2021,Kanyon,4801.28,2021-03,26-40
I295430,C175033,Male,61,Food & Beverage,5,26.15,Debit Card,03/06/2022,Emaar Square Mall,130.75,2022-06,60+
I227944,C125999,Female,60,Cosmetics,4,162.64,Credit Card,02/02/2022,Mall of Istanbul,650.56,2022-02,41-60
I830912,C118298,Male,32,Cosmetics,2,81.32,Credit Card,12/03/2021,Kanyon,162.64,2021-03,26-40
I171656,C113929,Male,41,Cosmetics,1,40.66,Credit Card,01/07/2022,Mall of Istanbul,40.66,2022-07,41-60
I665287,C216286,Female,30,Clothing,2,600.16,Cash,03/02/2021,Kanyon,1200.32,2021-02,26-40
I257128,C966498,Female,24,Food & Beverage,3,15.69,Debit Card,12/04/2021,Mall of Istanbul,47.07,2021-04,18-25
I155228,C271937,Female,20,Food & Beverage,4,20.92,Debit Card,09/01/2021,Mall of Istanbul,83.68,2021-01,18-25
I287182,C245054,Female,21,Food & Beverage,2,10.46,Debit Card,09/01/2021,Mall of Istanbul,20.92,2021-01,18-25
I478428,C298918,Female,24,Toys,1,35.84,Cash,08/06/2021,Viaport Outlet,35.84,2021-06,18-25
I229482,C339398,Female,39,Clothing,5,1500.4,Debit Card,03/04/2023,Metropol AVM,7502,2023-04,26-40
I107973,C330442,Male,25,Clothing,1,300.08,Credit Card,05/03/2021,Mall of Istanbul,300.08,2021-03,18-25
I253832,C791658,Male,66,Toys,3,107.52,Cash,10/06/2021,Kanyon,322.56,2021-06,60+
I188855,C737472,Female,39,Technology,3,3150,Credit Card,08/02/2022,Cevahir AVM,9450,2022-02,26-40
I753687,C266699,Female,49,Books,1,15.15,Cash,05/08/2022,Istinye Park,15.15,2022-08,41-60
I753009,C194283,Female,42,Food & Beverage,5,26.15,Cash,04/03/2021,Metropol AVM,130.75,2021-03,41-60
I262341,C158981,Female,61,Clothing,4,1200.32,Debit Card,02/04/2023,Metrocity,4801.28,2023-04,60+
I293709,C163820,Male,19,Clothing,1,300.08,Cash,09/10/2021,Istinye Park,300.08,2021-10,18-25
I125963,C138689,Female,22,Clothing,5,1500.4,Cash,10/03/2021,Mall of Istanbul,7502,2021-03,18-25
I604337,C339271,Female,48,Toys,2,71.68,Debit Card,12/07/2022,Mall of Istanbul,143.36,2022-07,41-60
I274020,C867734,Female,40,Clothing,1,300.08,Credit Card,07/05/2022,Kanyon,300.08,2022-05,26-40
I256485,C665638,Female,23,Clothing,4,1200.32,Credit Card,12/09/2021,Viaport Outlet,4801.28,2021-09,18-25
I256916,C115638,Male,35,Shoes,5,3000.85,Credit Card,08/03/2022,Kanyon,15004.25,2022-03,26-40
I251526,C255807,Male,37,Clothing,2,600.16,Debit Card,05/04/2022,Forum Istanbul,1200.32,2022-04,26-40
I882940,C275102,Female,49,Toys,3,107.52,Debit Card,07/08/2022,Zorlu Center,322.56,2022-08,41-60
I118248,C149161,Male,36,Food & Beverage,3,15.69,Credit Card,07/09/2021,Mall of Istanbul,47.07,2021-09,26-40
I921349,C322855,Female,41,Toys,5,179.2,Credit Card,01/01/2022,Metrocity,896,2022-01,41-60
I134241,C184180,Female,64,Clothing,3,900.24,Cash,08/01/2022,Metrocity,2700.72,2022-01,60+
I232081,C207349,Female,51,Food & Beverage,1,5.23,Debit Card,05/03/2022,Metropol AVM,5.23,2022-03,41-60
I125124,C266374,Female,38,Clothing,3,900.24,Debit Card,10/10/2021,Viaport Outlet,2700.72,2021-10,26-40
I213514,C121944,Female,26,Clothing,4,1200.32,Credit Card,10/02/2022,Metrocity,4801.28,2022-02,26-40
I242864,C164261,Male,66,Books,1,15.15,Cash,07/02/2022,Mall of Istanbul,15.15,2022-02,60+
I180262,C331037,Male,32,Cosmetics,1,40.66,Credit Card,01/11/2022,Kanyon,40.66,2022-11,26-40
I278368,C337377,Female,35,Food & Beverage,1,5.23,Debit Card,04/02/2022,Mall of Istanbul,5.23,2022-02,26-40
I142196,C193795,Male,69,Clothing,4,1200.32,Cash,02/06/2021,Zorlu Center,4801.28,2021-06,60+
I107109,C123490,Male,46,Food & Beverage,1,5.23,Cash,01/03/2022,Metrocity,5.23,2022-03,41-60
I558827,C302790,Male,49,Souvenir,4,46.92,Cash,08/03/2022,Viaport Outlet,187.68,2022-03,41-60
I266158,C908588,Male,37,Clothing,5,1500.4,Cash,01/06/2023,Forum Istanbul,7502,2023-06,26-40
I280250,C454329,Female,67,Clothing,4,1200.32,Cash,12/02/2022,Zorlu Center,4801.28,2022-02,60+
I117803,C493121,Female,55,Food & Beverage,2,10.46,Cash,11/06/2022,Zorlu Center,20.92,2022-06,41-60
I297665,C126971,Male,63,Shoes,3,1800.51,Cash,02/04/2022,Metropol AVM,5401.53,2022-04,60+
I209706,C271806,Male,29,Toys,1,35.84,Debit Card,01/03/2021,Metrocity,35.84,2021-03,26-40
I192285,C199612,Male,26,Clothing,3,900.24,Credit Card,07/01/2022,Cevahir AVM,2700.72,2022-01,26-40
I145091,C232321,Female,46,Food & Beverage,1,5.23,Cash,08/10/2022,Mall of Istanbul,5.23,2022-10,41-60
I229027,C252447,Female,47,Cosmetics,4,162.64,Cash,08/03/2021,Zorlu Center,650.56,2021-03,41-60
I226193,C302332,Female,28,Cosmetics,3,121.98,Debit Card,02/09/2022,Metropol AVM,365.94,2022-09,26-40
I255404,C482851,Female,44,Technology,2,2100,Cash,05/05/2021,Mall of Istanbul,4200,2021-05,41-60
I659463,C562397,Male,42,Clothing,2,600.16,Debit Card,06/04/2022,Istinye Park,1200.32,2022-04,41-60
I182152,C527849,Female,62,Food & Beverage,2,10.46,Credit Card,02/07/2023,Mall of Istanbul,20.92,2023-07,60+
I252747,C696719,Male,22,Food & Beverage,5,26.15,Cash,03/12/2021,Kanyon,130.75,2021-12,18-25
I278283,C299038,Female,59,Clothing,2,600.16,Debit Card,01/04/2022,Kanyon,1200.32,2022-04,41-60
I232017,C330151,Female,67,Clothing,3,900.24,Credit Card,11/03/2022,Istinye Park,2700.72,2022-03,60+
I316611,C225135,Male,69,Clothing,4,1200.32,Credit Card,08/04/2022,Mall of Istanbul,4801.28,2022-04,60+
I179171,C257799,Male,47,Food & Beverage,2,10.46,Cash,06/04/2021,Metropol AVM,20.92,2021-04,41-60
I604905,C221921,Female,65,Shoes,3,1800.51,Credit Card,09/04/2022,Metrocity,5401.53,2022-04,60+
I214331,C157328,Female,49,Clothing,4,1200.32,Credit Card,07/07/2021,Metrocity,4801.28,2021-07,41-60
I938973,C280712,Male,64,Clothing,5,1500.4,Cash,10/01/2021,Mall of Istanbul,7502,2021-01,60+
I103382,C178576,Female,48,Clothing,2,600.16,Cash,05/04/2021,Metrocity,1200.32,2021-04,41-60
I227463,C111646,Female,31,Cosmetics,1,40.66,Cash,06/10/2022,Metropol AVM,40.66,2022-10,26-40
I161871,C194311,Male,42,Clothing,1,300.08,Cash,02/10/2022,Mall of Istanbul,300.08,2022-10,41-60
I193684,C220689,Female,18,Food & Beverage,1,5.23,Debit Card,05/12/2022,Mall of Istanbul,5.23,2022-12,18-25
I101152,C276049,Male,30,Clothing,3,900.24,Cash,11/12/2021,Kanyon,2700.72,2021-12,26-40
I132843,C289934,Female,63,Cosmetics,4,162.64,Cash,06/07/2021,Forum Istanbul,650.56,2021-07,60+
I156131,C397510,Female,18,Food & Beverage,3,15.69,Credit Card,11/10/2022,Metrocity,47.07,2022-10,18-25
I281916,C253733,Male,41,Shoes,4,2400.68,Cash,04/02/2022,Metrocity,9602.72,2022-02,41-60
I893857,C125881,Male,20,Clothing,3,900.24,Cash,09/02/2022,Istinye Park,2700.72,2022-02,18-25
I146509,C766947,Male,55,Cosmetics,2,81.32,Credit Card,01/12/2022,Mall of Istanbul,162.64,2022-12,41-60
I205100,C619492,Male,47,Clothing,3,900.24,Credit Card,10/08/2022,Metrocity,2700.72,2022-08,41-60
I114943,C534897,Female,68,Books,4,60.6,Cash,05/01/2022,Metrocity,242.4,2022-01,60+
I294793,C258816,Male,62,Cosmetics,5,203.3,Debit Card,09/06/2022,Kanyon,1016.5,2022-06,60+
I136997,C999000,Female,24,Food & Beverage,1,5.23,Cash,01/03/2021,Viaport Outlet,5.23,2021-03,18-25
I329147,C375545,Female,56,Clothing,4,1200.32,Credit Card,10/10/2022,Metrocity,4801.28,2022-10,41-60
I121437,C331554,Female,30,Clothing,2,600.16,Credit Card,11/11/2022,Istinye Park,1200.32,2022-11,26-40
I327088,C855626,Female,32,Clothing,5,1500.4,Credit Card,05/06/2021,Forum Istanbul,7502,2021-06,26-40
I260807,C250159,Female,45,Clothing,2,600.16,Credit Card,02/04/2023,Zorlu Center,1200.32,2023-04,41-60
I139491,C261368,Male,54,Food & Beverage,5,26.15,Credit Card,05/07/2021,Metrocity,130.75,2021-07,41-60
I334774,C213864,Male,38,Clothing,4,1200.32,Debit Card,12/05/2022,Zorlu Center,4801.28,2022-05,26-40
I282572,C254212,Female,26,Clothing,2,600.16,Credit Card,12/03/2022,Metropol AVM,1200.32,2022-03,26-40
I234915,C757369,Male,58,Clothing,3,900.24,Debit Card,04/09/2022,Mall of Istanbul,2700.72,2022-09,41-60
I746340,C143536,Female,25,Food & Beverage,4,20.92,Cash,08/11/2021,Kanyon,83.68,2021-11,18-25
I225753,C132636,Female,43,Shoes,3,1800.51,Credit Card,04/07/2022,Emaar Square Mall,5401.53,2022-07,41-60
I183740,C196211,Female,42,Souvenir,1,11.73,Credit Card,05/10/2021,Mall of Istanbul,11.73,2021-10,41-60
I270112,C277177,Male,48,Cosmetics,2,81.32,Credit Card,01/12/2022,Metropol AVM,162.64,2022-12,41-60
I252070,C921524,Male,32,Cosmetics,5,203.3,Credit Card,06/12/2022,Zorlu Center,1016.5,2022-12,26-40
I112826,C187778,Male,58,Books,5,75.75,Debit Card,11/12/2022,Mall of Istanbul,378.75,2022-12,41-60
I877397,C272756,Male,25,Shoes,5,3000.85,Cash,10/09/2022,Kanyon,15004.25,2022-09,18-25
I323577,C155648,Female,42,Clothing,3,900.24,Credit Card,02/06/2022,Kanyon,2700.72,2022-06,41-60
I272403,C316856,Male,44,Clothing,3,900.24,Cash,06/08/2021,Forum Istanbul,2700.72,2021-08,41-60
I140651,C323981,Female,68,Clothing,2,600.16,Cash,01/03/2021,Metropol AVM,1200.32,2021-03,60+
I450781,C889376,Female,46,Clothing,2,600.16,Cash,03/10/2022,Mall of Istanbul,1200.32,2022-10,41-60
I249025,C272315,Male,58,Books,2,30.3,Cash,04/06/2022,Kanyon,60.6,2022-06,41-60
I236128,C147380,Female,54,Food & Beverage,5,26.15,Credit Card,12/12/2022,Metropol AVM,130.75,2022-12,41-60
I264690,C284233,Female,69,Clothing,5,1500.4,Cash,06/09/2022,Metrocity,7502,2022-09,60+
I134195,C312025,Female,50,Technology,2,2100,Cash,01/02/2023,Mall of Istanbul,4200,2023-02,41-60
I139696,C288010,Female,48,Food & Beverage,4,20.92,Cash,12/12/2022,Kanyon,83.68,2022-12,41-60
I167547,C786171,Male,37,Clothing,4,1200.32,Debit Card,02/05/2021,Cevahir AVM,4801.28,2021-05,26-40
I155847,C603796,Male,19,Shoes,3,1800.51,Credit Card,01/01/2022,Mall of Istanbul,5401.53,2022-01,18-25
I276926,C139415,Female,69,Clothing,1,300.08,Credit Card,12/11/2021,Mall of Istanbul,300.08,2021-11,60+
I310227,C292359,Female,61,Clothing,3,900.24,Cash,01/06/2021,Istinye Park,2700.72,2021-06,60+
I150515,C178562,Male,66,Food & Beverage,4,20.92,Cash,12/09/2021,Metropol AVM,83.68,2021-09,60+
I163948,C409283,Male,36,Shoes,1,600.17,Debit Card,01/02/2022,Metropol AVM,600.17,2022-02,26-40
I167881,C319969,Female,36,Souvenir,4,46.92,Cash,06/10/2021,Metrocity,187.68,2021-10,26-40
I381979,C107927,Female,53,Books,1,15.15,Debit Card,07/01/2022,Mall of Istanbul,15.15,2022-01,41-60
I910012,C330392,Female,61,Toys,2,71.68,Cash,01/06/2023,Viaport Outlet,143.36,2023-06,60+
I838107,C165592,Female,36,Food & Beverage,4,20.92,Debit Card,09/11/2022,Metropol AVM,83.68,2022-11,26-40
I275004,C143243,Female,65,Toys,4,143.36,Cash,09/12/2022,Metrocity,573.44,2022-12,60+
I303176,C313764,Female,42,Toys,2,71.68,Credit Card,12/09/2021,Mall of Istanbul,143.36,2021-09,41-60
I128927,C268860,Female,53,Technology,1,1050,Debit Card,11/12/2021,Metrocity,1050,2021-12,41-60
I154114,C266591,Female,29,Shoes,1,600.17,Cash,11/01/2022,Mall of Istanbul,600.17,2022-01,26-40
I243559,C152238,Female,31,Shoes,1,600.17,Debit Card,06/10/2021,Forum Istanbul,600.17,2021-10,26-40
I215669,C148691,Female,51,Food & Beverage,2,10.46,Cash,09/11/2022,Mall of Istanbul,20.92,2022-11,41-60
I228173,C202113,Male,33,Clothing,2,600.16,Credit Card,09/04/2022,Kanyon,1200.32,2022-04,26-40
I192819,C322763,Male,50,Food & Beverage,1,5.23,Debit Card,01/06/2021,Forum Istanbul,5.23,2021-06,41-60
I194375,C686916,Female,36,Clothing,5,1500.4,Cash,08/04/2021,Cevahir AVM,7502,2021-04,26-40
I308299,C375449,Male,38,Cosmetics,2,81.32,Credit Card,09/12/2022,Metropol AVM,162.64,2022-12,26-40
I306989,C136539,Female,42,Food & Beverage,5,26.15,Credit Card,11/06/2021,Kanyon,130.75,2021-06,41-60
I239495,C176334,Female,51,Clothing,2,600.16,Cash,08/09/2022,Metropol AVM,1200.32,2022-09,41-60
I329493,C282604,Female,24,Cosmetics,3,121.98,Credit Card,05/06/2022,Kanyon,365.94,2022-06,18-25
I138917,C760807,Female,36,Clothing,2,600.16,Cash,09/07/2022,Kanyon,1200.32,2022-07,26-40
I119613,C167475,Male,37,Clothing,3,900.24,Cash,01/09/2021,Metrocity,2700.72,2021-09,26-40
I278742,C250670,Male,63,Clothing,5,1500.4,Debit Card,01/03/2021,Zorlu Center,7502,2021-03,60+
I599432,C432705,Female,32,Food & Beverage,3,15.69,Debit Card,05/05/2022,Metrocity,47.07,2022-05,26-40
I294644,C306755,Female,37,Clothing,5,1500.4,Credit Card,10/12/2022,Forum Istanbul,7502,2022-12,26-40
I289886,C201776,Female,58,Food & Beverage,5,26.15,Debit Card,10/08/2022,Forum Istanbul,130.75,2022-08,41-60
I705586,C396914,Female,66,Clothing,5,1500.4,Debit Card,07/05/2022,Metrocity,7502,2022-05,60+
I237671,C279326,Female,45,Clothing,5,1500.4,Debit Card,01/08/2023,Forum Istanbul,7502,2023-08,41-60
I264508,C204609,Male,46,Books,1,15.15,Cash,02/11/2022,Mall of Istanbul,15.15,2022-11,41-60
I210650,C263282,Female,24,Food & Beverage,5,26.15,Credit Card,02/11/2022,Mall of Istanbul,130.75,2022-11,18-25
I771921,C146493,Female,63,Food & Beverage,5,26.15,Credit Card,02/08/2022,Kanyon,130.75,2022-08,60+
I517258,C250863,Male,46,Clothing,3,900.24,Cash,05/12/2022,Metropol AVM,2700.72,2022-12,41-60
I302355,C144169,Male,67,Shoes,5,3000.85,Credit Card,11/01/2021,Istinye Park,15004.25,2021-01,60+
I234812,C154575,Female,19,Toys,4,143.36,Credit Card,04/05/2021,Kanyon,573.44,2021-05,18-25
I765914,C250256,Male,65,Clothing,1,300.08,Credit Card,09/03/2021,Cevahir AVM,300.08,2021-03,60+
I152944,C910436,Male,57,Cosmetics,3,121.98,Cash,05/11/2022,Metrocity,365.94,2022-11,41-60
I261543,C153795,Female,40,Toys,4,143.36,Credit Card,09/07/2021,Istinye Park,573.44,2021-07,26-40
I142134,C393686,Female,44,Cosmetics,2,81.32,Credit Card,01/03/2022,Istinye Park,162.64,2022-03,41-60
I187459,C238097,Female,40,Books,4,60.6,Cash,02/07/2022,Metrocity,242.4,2022-07,26-40
I812173,C193996,Female,22,Toys,1,35.84,Credit Card,05/08/2021,Cevahir AVM,35.84,2021-08,18-25
I816678,C223000,Male,24,Shoes,2,1200.34,Cash,11/04/2022,Kanyon,2400.68,2022-04,18-25
I210509,C278438,Female,28,Clothing,1,300.08,Credit Card,07/12/2021,Emaar Square Mall,300.08,2021-12,26-40
I433335,C820440,Female,36,Shoes,3,1800.51,Cash,06/05/2021,Forum Istanbul,5401.53,2021-05,26-40
I263686,C213611,Male,39,Food & Beverage,1,5.23,Cash,08/01/2021,Viaport Outlet,5.23,2021-01,26-40
I277150,C128659,Male,31,Clothing,5,1500.4,Cash,03/08/2022,Metrocity,7502,2022-08,26-40
I220787,C158701,Female,23,Clothing,5,1500.4,Cash,02/09/2022,Mall of Istanbul,7502,2022-09,18-25
I150731,C300587,Female,31,Food & Beverage,2,10.46,Credit Card,09/08/2021,Kanyon,20.92,2021-08,26-40
I178585,C841966,Female,32,Food & Beverage,5,26.15,Cash,04/10/2021,Kanyon,130.75,2021-10,26-40
I914792,C283913,Female,26,Cosmetics,5,203.3,Credit Card,01/12/2023,Metropol AVM,1016.5,2023-12,26-40
I272319,C992343,Female,29,Cosmetics,5,203.3,Credit Card,03/02/2023,Cevahir AVM,1016.5,2023-02,26-40
I470990,C302238,Male,27,Shoes,3,1800.51,Credit Card,09/03/2022,Metropol AVM,5401.53,2022-03,26-40
I235098,C924104,Female,32,Toys,4,143.36,Cash,03/02/2021,Mall of Istanbul,573.44,2021-02,26-40
I284471,C258999,Male,68,Shoes,5,3000.85,Credit Card,04/07/2022,Kanyon,15004.25,2022-07,60+
I216676,C312414,Female,18,Clothing,2,600.16,Cash,03/10/2022,Emaar Square Mall,1200.32,2022-10,18-25
I675538,C252821,Male,24,Toys,4,143.36,Credit Card,07/10/2021,Istinye Park,573.44,2021-10,18-25
I236175,C299219,Female,58,Souvenir,4,46.92,Credit Card,07/07/2021,Istinye Park,187.68,2021-07,41-60
I218931,C210642,Male,21,Clothing,3,900.24,Cash,08/02/2021,Kanyon,2700.72,2021-02,18-25
I170757,C657184,Female,18,Food & Beverage,2,10.46,Cash,04/07/2022,Istinye Park,20.92,2022-07,18-25
I293170,C247307,Male,26,Food & Beverage,5,26.15,Credit Card,01/07/2023,Metropol AVM,130.75,2023-07,26-40
I336379,C221589,Male,55,Cosmetics,4,162.64,Cash,06/01/2021,Metropol AVM,650.56,2021-01,41-60
I908041,C198810,Male,66,Clothing,1,300.08,Credit Card,04/10/2022,Istinye Park,300.08,2022-10,60+
I184153,C270795,Female,56,Clothing,2,600.16,Credit Card,05/02/2022,Kanyon,1200.32,2022-02,41-60
I878662,C359322,Male,25,Books,1,15.15,Cash,10/03/2022,Metrocity,15.15,2022-03,18-25
I327337,C262603,Female,44,Books,5,75.75,Cash,01/12/2023,Kanyon,378.75,2023-12,41-60
I186876,C333375,Female,24,Clothing,2,600.16,Credit Card,09/04/2022,Metropol AVM,1200.32,2022-04,18-25
I275670,C115590,Female,65,Clothing,2,600.16,Debit Card,01/09/2023,Metropol AVM,1200.32,2023-09,60+
I830007,C303487,Female,36,Food & Beverage,5,26.15,Cash,05/03/2022,Kanyon,130.75,2022-03,26-40
I266406,C397647,Male,35,Food & Beverage,1,5.23,Cash,02/12/2021,Metropol AVM,5.23,2021-12,26-40
I334373,C401641,Male,35,Cosmetics,2,81.32,Cash,07/01/2021,Kanyon,162.64,2021-01,26-40
I290546,C299926,Male,28,Food & Beverage,4,20.92,Debit Card,03/08/2022,Metropol AVM,83.68,2022-08,26-40
I127562,C224186,Female,51,Clothing,3,900.24,Cash,03/04/2021,Metrocity,2700.72,2021-04,41-60
I774205,C219384,Female,31,Toys,2,71.68,Cash,11/07/2021,Istinye Park,143.36,2021-07,26-40
I301032,C444321,Female,25,Clothing,4,1200.32,Credit Card,07/05/2022,Mall of Istanbul,4801.28,2022-05,18-25
I548921,C549441,Male,48,Food & Beverage,4,20.92,Cash,02/06/2023,Emaar Square Mall,83.68,2023-06,41-60
I128723,C194170,Female,49,Shoes,1,600.17,Cash,11/08/2022,Istinye Park,600.17,2022-08,41-60
I101083,C165321,Female,57,Clothing,3,900.24,Debit Card,02/04/2021,Kanyon,2700.72,2021-04,41-60
I334652,C275177,Female,40,Cosmetics,3,121.98,Debit Card,11/12/2022,Metrocity,365.94,2022-12,26-40
I286575,C137009,Female,26,Souvenir,3,35.19,Credit Card,02/01/2021,Mall of Istanbul,105.57,2021-01,26-40
I969458,C112802,Female,40,Cosmetics,5,203.3,Debit Card,04/06/2022,Cevahir AVM,1016.5,2022-06,26-40
I297384,C296360,Male,50,Cosmetics,4,162.64,Debit Card,03/06/2021,Metrocity,650.56,2021-06,41-60
I119576,C142794,Male,53,Cosmetics,3,121.98,Cash,09/02/2021,Mall of Istanbul,365.94,2021-02,41-60
I263098,C239689,Female,31,Technology,1,1050,Debit Card,02/05/2022,Mall of Istanbul,1050,2022-05,26-40
I289287,C798023,Female,43,Food & Beverage,3,15.69,Debit Card,11/08/2022,Metrocity,47.07,2022-08,41-60
I313868,C122179,Female,20,Cosmetics,5,203.3,Debit Card,10/09/2021,Mall of Istanbul,1016.5,2021-09,18-25
I180090,C144227,Female,28,Food & Beverage,4,20.92,Credit Card,07/11/2022,Istinye Park,83.68,2022-11,26-40
I102162,C274417,Female,64,Food & Beverage,3,15.69,Credit Card,02/12/2023,Metropol AVM,47.07,2023-12,60+
I205009,C303982,Female,51,Cosmetics,4,162.64,Credit Card,03/07/2023,Kanyon,650.56,2023-07,41-60
I223863,C571990,Male,54,Cosmetics,5,203.3,Cash,06/04/2021,Istinye Park,1016.5,2021-04,41-60
I240627,C252022,Male,57,Toys,3,107.52,Credit Card,07/01/2022,Mall of Istanbul,322.56,2022-01,41-60
I186298,C125552,Male,41,Cosmetics,2,81.32,Cash,11/02/2021,Metrocity,162.64,2021-02,41-60
I123297,C682196,Male,46,Clothing,3,900.24,Cash,02/11/2023,Istinye Park,2700.72,2023-11,41-60
I331084,C221310,Female,37,Clothing,4,1200.32,Credit Card,03/04/2021,Viaport Outlet,4801.28,2021-04,26-40
I959566,C271390,Female,23,Books,3,45.45,Cash,01/05/2023,Mall of Istanbul,136.35,2023-05,18-25
I210186,C296402,Female,54,Clothing,4,1200.32,Credit Card,02/08/2021,Zorlu Center,4801.28,2021-08,41-60
I139454,C142131,Male,37,Clothing,3,900.24,Cash,06/03/2021,Emaar Square Mall,2700.72,2021-03,26-40
I690857,C246630,Female,44,Souvenir,5,58.65,Cash,11/04/2022,Forum Istanbul,293.25,2022-04,41-60
I303863,C633424,Female,28,Cosmetics,5,203.3,Credit Card,06/03/2021,Cevahir AVM,1016.5,2021-03,26-40
I278554,C302057,Female,20,Cosmetics,5,203.3,Cash,08/11/2021,Kanyon,1016.5,2021-11,18-25
I284378,C513101,Female,57,Clothing,1,300.08,Debit Card,06/12/2021,Zorlu Center,300.08,2021-12,41-60
I697934,C675075,Male,30,Technology,2,2100,Credit Card,09/07/2022,Mall of Istanbul,4200,2022-07,26-40
I263207,C194351,Male,41,Shoes,5,3000.85,Debit Card,08/04/2022,Mall of Istanbul,15004.25,2022-04,41-60
I338218,C659024,Male,48,Cosmetics,2,81.32,Credit Card,08/03/2021,Mall of Istanbul,162.64,2021-03,41-60
I244775,C250258,Female,30,Cosmetics,2,81.32,Credit Card,12/03/2022,Metrocity,162.64,2022-03,26-40
I355236,C319598,Female,36,Cosmetics,5,203.3,Cash,11/09/2021,Istinye Park,1016.5,2021-09,26-40
I161581,C667350,Female,26,Food & Beverage,2,10.46,Credit Card,12/01/2021,Metropol AVM,20.92,2021-01,26-40
I166250,C119046,Female,50,Clothing,2,600.16,Debit Card,12/05/2021,Istinye Park,1200.32,2021-05,41-60
I965361,C248893,Female,62,Clothing,3,900.24,Credit Card,11/09/2022,Metropol AVM,2700.72,2022-09,60+
I233226,C149085,Male,57,Shoes,4,2400.68,Cash,03/05/2023,Istinye Park,9602.72,2023-05,41-60
I919536,C365166,Male,68,Shoes,2,1200.34,Debit Card,07/04/2021,Zorlu Center,2400.68,2021-04,60+
I137063,C335133,Male,28,Clothing,3,900.24,Debit Card,03/11/2022,Emaar Square Mall,2700.72,2022-11,26-40
I677806,C232385,Female,37,Cosmetics,4,162.64,Cash,07/10/2021,Istinye Park,650.56,2021-10,26-40
I161622,C324012,Male,45,Toys,1,35.84,Debit Card,09/07/2021,Kanyon,35.84,2021-07,41-60
I309952,C203080,Female,28,Toys,3,107.52,Cash,07/06/2022,Metrocity,322.56,2022-06,26-40
I469658,C947251,Female,24,Food & Beverage,5,26.15,Credit Card,05/05/2021,Metropol AVM,130.75,2021-05,18-25
I117380,C307201,Female,39,Cosmetics,3,121.98,Credit Card,03/09/2022,Forum Istanbul,365.94,2022-09,26-40
I166443,C292690,Female,38,Clothing,3,900.24,Cash,02/01/2021,Istinye Park,2700.72,2021-01,26-40
I224224,C214137,Male,32,Souvenir,3,35.19,Credit Card,07/07/2022,Mall of Istanbul,105.57,2022-07,26-40
I276974,C633760,Female,53,Toys,4,143.36,Cash,09/01/2021,Metropol AVM,573.44,2021-01,41-60
I720616,C295083,Female,19,Toys,3,107.52,Cash,03/01/2023,Metropol AVM,322.56,2023-01,18-25
I226732,C247743,Male,52,Cosmetics,3,121.98,Cash,12/06/2021,Metropol AVM,365.94,2021-06,41-60
